GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
A1_REV,COUNTY GOVERNMENT AMOUNT; Revenue
A2_INTEAR,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Interest earnings
A3_INTEAR,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Interest earnings
A4_INTEAR,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Interest earnings
A5_INTEAR,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Interest earnings
A1_SPECASSESS,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Special assessments
A2_SPECASSESS,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Special assessments
A3_SPECASSESS,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Special assessments
A4_SPECASSESS,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Special assessments
A5_SPECASSESS,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Special assessments
A1_SALOFPROP,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Sale of property
A2_SALOFPROP,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Sale of property
A3_SALOFPROP,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Sale of property
A4_SALOFPROP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Sale of property
A5_SALOFPROP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Sale of property
A1_OTHGENREV,COUNTY GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Other general revenue
A2_OTHGENREV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Other general revenue
A3_OTHGENREV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Other general revenue
A4_OTHGENREV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Other general revenue
A5_OTHGENREV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - General revenue - General revenue from own sources - Charges and miscellaneous general revenue - Miscellaneous general revenue - Other general revenue
A1_UTILREV,COUNTY GOVERNMENT AMOUNT; Revenue - Utility revenue
A2_UTILREV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Utility revenue
A3_UTILREV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Utility revenue
A4_UTILREV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue
A5_UTILREV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue
A1_WATERSUP,COUNTY GOVERNMENT AMOUNT; Revenue - Utility revenue - Water supply
A2_WATERSUP,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Utility revenue - Water supply
A3_WATERSUP,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Utility revenue - Water supply
A4_WATERSUP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue - Water supply
A5_WATERSUP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue - Water supply
A1_ELECPOW,COUNTY GOVERNMENT AMOUNT; Revenue - Utility revenue - Electric power
A2_ELECPOW,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Utility revenue - Electric power
A3_ELECPOW,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Utility revenue - Electric power
A4_ELECPOW,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue - Electric power
A5_ELECPOW,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue - Electric power
A1_GASSUPP,COUNTY GOVERNMENT AMOUNT; Revenue - Utility revenue - Gas supply
A2_GASSUPP,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Utility revenue - Gas supply
A3_GASSUPP,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Utility revenue - Gas supply
A4_GASSUPP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue - Gas supply
A5_GASSUPP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue - Gas supply
A1_TRAN,COUNTY GOVERNMENT AMOUNT; Revenue - Utility revenue - Transit
A2_TRAN,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Utility revenue - Transit
A3_TRAN,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Utility revenue - Transit
A4_TRAN,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue - Transit
A5_TRAN,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Utility revenue - Transit
A1_LIQSTORREV,COUNTY GOVERNMENT AMOUNT; Revenue - Liquor store revenue
A2_LIQSTORREV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Liquor store revenue
A3_LIQSTORREV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Liquor store revenue
A4_LIQSTORREV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Liquor store revenue
A5_LIQSTORREV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Liquor store revenue
A1_INSURTRUSREV,COUNTY GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1)
A2_INSURTRUSREV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1)
A3_INSURTRUSREV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1)
A4_INSURTRUSREV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1)
A5_INSURTRUSREV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1)
A1_UNEMPCOMP,COUNTY GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Unemployment compensation
A2_UNEMPCOMP,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Unemployment compensation
A3_UNEMPCOMP,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Unemployment compensation
A4_UNEMPCOMP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Unemployment compensation
A5_UNEMPCOMP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Unemployment compensation
A1_EMPLOYRET,COUNTY GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Employee retirement
A2_EMPLOYRET,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Employee retirement
A3_EMPLOYRET,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Employee retirement
A4_EMPLOYRET,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Employee retirement
A5_EMPLOYRET,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Employee retirement
A1_WORKCOMP,COUNTY GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Workers'compensation
A2_WORKCOMP,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Workers'compensation
A3_WORKCOMP,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Workers'compensation
A4_WORKCOMP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Workers'compensation
A5_WORKCOMP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Workers'compensation
A1_OTHINSURTRUREV,COUNTY GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Other insurance trust revenue
A2_OTHINSURTRUREV,MUNICIPAL GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Other insurance trust revenue
A3_OTHINSURTRUREV,TOWNSHIP GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Other insurance trust revenue
A4_OTHINSURTRUREV,SPECIAL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Other insurance trust revenue
A5_OTHINSURTRUREV,SCHOOL DISTRICT GOVERNMENT AMOUNT; Revenue - Insurance trust revenue (1) - Other insurance trust revenue
A1_EXP,COUNTY GOVERNMENT AMOUNT; Expenditure
A2_EXP,MUNICIPAL GOVERNMENT AMOUNT; Expenditure
A3_EXP,TOWNSHIP GOVERNMENT AMOUNT; Expenditure
A4_EXP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure
A5_EXP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure
A1_INTERGOVEXP,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Intergovernmental expenditure
A2_INTERGOVEXP,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Intergovernmental expenditure
A3_INTERGOVEXP,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Intergovernmental expenditure
A4_INTERGOVEXP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Intergovernmental expenditure
A5_INTERGOVEXP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Intergovernmental expenditure
A1_DIREXP,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure
A2_DIREXP,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure
A3_DIREXP,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure
A4_DIREXP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure
A5_DIREXP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure
A1_CURROPER,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Current operations
A2_CURROPER,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Current operations
A3_CURROPER,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Current operations
A4_CURROPER,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Current operations
A5_CURROPER,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Current operations
A1_CAPOUTLAY,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay
A2_CAPOUTLAY,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay
A3_CAPOUTLAY,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay
A4_CAPOUTLAY,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay
A5_CAPOUTLAY,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay
A1_constr,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Construction
A2_constr,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Construction
A3_constr,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Construction
A4_constr,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Construction
A5_constr,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Construction
A1_OTHCAPOUT,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Other capital outlay
A2_OTHCAPOUT,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Other capital outlay
A3_OTHCAPOUT,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Other capital outlay
A4_OTHCAPOUT,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Other capital outlay
A5_OTHCAPOUT,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Capital outlay - Other capital outlay
A1_ASSISANDSUBS,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Assistance and subsidies
A2_ASSISANDSUBS,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Assistance and subsidies
A3_ASSISANDSUBS,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Assistance and subsidies
A4_ASSISANDSUBS,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Assistance and subsidies
A5_ASSISANDSUBS,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Assistance and subsidies
A1_INTONDEBT,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Interest on debt
A2_INTONDEBT,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Interest on debt
A3_INTONDEBT,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Interest on debt
A4_INTONDEBT,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Interest on debt
A5_INTONDEBT,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Interest on debt
A1_INSURBENEANDREPAY,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Insurance benefits and repayments
A2_INSURBENEANDREPAY,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Insurance benefits and repayments
A3_INSURBENEANDREPAY,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Insurance benefits and repayments
A4_INSURBENEANDREPAY,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Insurance benefits and repayments
A5_INSURBENEANDREPAY,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Insurance benefits and repayments
A1_EXHIBITSALANDWAG,COUNTY GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Exhibit: Salaries and wages
A2_EXHIBITSALANDWAG,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Exhibit: Salaries and wages
A3_EXHIBITSALANDWAG,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Exhibit: Salaries and wages
A4_EXHIBITSALANDWAG,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Exhibit: Salaries and wages
A5_EXHIBITSALANDWAG,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - By character and object: - Direct expenditure - Exhibit: Salaries and wages
A1_DIRECEXPENBYFUNC,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function
A2_DIRECEXPENBYFUNC,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function
A3_DIRECEXPENBYFUNC,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function
A4_DIRECEXPENBYFUNC,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function
A5_DIRECEXPENBYFUNC,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function
A1_DIRECTGENEXP,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure
A2_DIRECTGENEXP,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure
A3_DIRECTGENEXP,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure
A4_DIRECTGENEXP,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure
A5_DIRECTGENEXP,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure
A1_CAPIOUTLAY,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Capital outlay
A2_CAPIOUTLAY,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Capital outlay
A3_CAPIOUTLAY,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Capital outlay
A4_CAPIOUTLAY,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Capital outlay
A5_CAPIOUTLAY,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Capital outlay
A1_OTHDIRGENEXPEN,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Other direct general expenditure
A2_OTHDIRGENEXPEN,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Other direct general expenditure
A3_OTHDIRGENEXPEN,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Other direct general expenditure
A4_OTHDIRGENEXPEN,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Other direct general expenditure
A5_OTHDIRGENEXPEN,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Other direct general expenditure
A1_EDUC,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education
A2_EDUC,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education
A3_EDUC,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education
A4_EDUC,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education
A5_EDUC,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education
A1_CAPITALOUTLAY,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education - Capital outlay - education
A2_CAPITALOUTLAY,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education - Capital outlay - education
A3_CAPITALOUTLAY,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education - Capital outlay - education
A4_CAPITALOUTLAY,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education - Capital outlay - education
A5_CAPITALOUTLAY,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Education - Capital outlay - education
A1_HIGEDUC,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education
A2_HIGEDUC,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education
A3_HIGEDUC,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education
A4_HIGEDUC,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education
A5_HIGEDUC,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education
A1_CAPITOUTLAY,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education - Capital outlay
A2_CAPITOUTLAY,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education - Capital outlay
A3_CAPITOUTLAY,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education - Capital outlay
A4_CAPITOUTLAY,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education - Capital outlay
A5_CAPITOUTLAY,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Higher education - Capital outlay
A1_ELEMENSEC,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary
A2_ELEMENSEC,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary
A3_ELEMENSEC,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary
A4_ELEMENSEC,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary
A5_ELEMENSEC,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary
A1_CAPOUT,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary - Capital outlay
A2_CAPOUT,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary - Capital outlay
A3_CAPOUT,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary - Capital outlay
A4_CAPOUT,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary - Capital outlay
A5_CAPOUT,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Elementary & secondary - Capital outlay
A1_OTHEDUC,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Other education
A2_OTHEDUC,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Other education
A3_OTHEDUC,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Other education
A4_OTHEDUC,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Other education
A5_OTHEDUC,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Other education
A1_LIBRA,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Libraries
A2_LIBRA,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Libraries
A3_LIBRA,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Libraries
A4_LIBRA,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Libraries
A5_LIBRA,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Education services: - Libraries
A1_PUBWELF,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare
A2_PUBWELF,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare
A3_PUBWELF,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare
A4_PUBWELF,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare
A5_PUBWELF,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare
A1_CASHASSISPAY,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Cash assistance payments
A2_CASHASSISPAY,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Cash assistance payments
A3_CASHASSISPAY,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Cash assistance payments
A4_CASHASSISPAY,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Cash assistance payments
A5_CASHASSISPAY,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Cash assistance payments
A1_VENPAY,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Vendor payments
A2_VENPAY,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Vendor payments
A3_VENPAY,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Vendor payments
A4_VENPAY,SPECIAL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Vendor payments
A5_VENPAY,SCHOOL DISTRICT GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Vendor payments
A1_OTHPUBLWELF,COUNTY GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Other public welfare
A2_OTHPUBLWELF,MUNICIPAL GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Other public welfare
A3_OTHPUBLWELF,TOWNSHIP GOVERNMENT AMOUNT; Expenditure - Direct expenditure by function - Direct general expenditure - Social services and income maintenance: - Public welfare - Other public welfare
